employee_id,plant,role,hourly_wage,annual_hours,union_status,supervisor_type,census_division
LAB-KEN-039,"Kenosha, Wisconsin",Quality Inspector,16.2,2080,Union,non-production,East North Central
LAB-KEN-040,"Kenosha, Wisconsin",Production Operator,18.59,2080,Union,non-production,East North Central
LAB-KEN-041,"Kenosha, Wisconsin",Production Operator,18.43,2080,Union,non-production,East North Central
LAB-KEN-042,"Kenosha, Wisconsin",Quality Inspector,19.36,2080,Union,non-production,East North Central
LAB-KEN-043,"Kenosha, Wisconsin",Quality Inspector,16.6,2080,Non-Union,non-production,East North Central
LAB-KEN-044,"Kenosha, Wisconsin",Production Supervisor,23.19,2080,Non-Union,production,East North Central
LAB-KEN-045,"Kenosha, Wisconsin",Packaging Operator,18.29,2080,Non-Union,non-production,East North Central
LAB-DES-046,"Des Moines, Iowa",Packaging Operator,18.91,2080,Union,non-production,West North Central
LAB-DES-047,"Des Moines, Iowa",Quality Inspector,19.3,2080,Non-Union,non-production,West North Central
LAB-DES-048,"Des Moines, Iowa",Line Lead,26.42,2080,Union,production,West North Central
LAB-DES-049,"Des Moines, Iowa",Production Supervisor,22.9,2080,Union,production,West North Central
LAB-DES-050,"Des Moines, Iowa",Maintenance Tech,18.47,2080,Non-Union,non-production,West North Central
LAB-DES-051,"Des Moines, Iowa",Packaging Operator,18.76,2080,Non-Union,non-production,West North Central
LAB-DES-052,"Des Moines, Iowa",Maintenance Tech,18.85,2080,Non-Union,non-production,West North Central
LAB-DES-053,"Des Moines, Iowa",Line Lead,21.31,2080,Union,production,West North Central
LAB-DES-054,"Des Moines, Iowa",Production Operator,14.68,2080,Union,non-production,West North Central
LAB-DES-055,"Des Moines, Iowa",Line Lead,20.43,2080,Union,production,West North Central
LAB-DES-056,"Des Moines, Iowa",Production Operator,17.4,2080,Non-Union,non-production,West North Central
LAB-DES-057,"Des Moines, Iowa",Maintenance Tech,21.14,2080,Union,non-production,West North Central
LAB-DES-058,"Des Moines, Iowa",Line Lead,22.19,2080,Non-Union,production,West North Central
LAB-DES-059,"Des Moines, Iowa",Production Supervisor,19.5,2080,Non-Union,production,West North Central
LAB-DES-060,"Des Moines, Iowa",Production Supervisor,21.79,2080,Union,production,West North Central
LAB-DES-061,"Des Moines, Iowa",Production Supervisor,22.12,2080,Union,production,West North Central
LAB-DES-062,"Des Moines, Iowa",Packaging Operator,18.38,2080,Non-Union,non-production,West North Central
LAB-DES-063,"Des Moines, Iowa",Production Supervisor,20.67,2080,Union,production,West North Central
LAB-DES-064,"Des Moines, Iowa",Packaging Operator,16.88,2080,Non-Union,non-production,West North Central
LAB-DES-065,"Des Moines, Iowa",Maintenance Tech,19.01,2080,Union,non-production,West North Central
